#{"t_start": 1629225276.4514089, "env_id": "imitationNM/SortingOnions-v0"}
r,l,t
0.0,1,1.794641
0.0,1,1.798195
0.0,1,1.801184
0.0,1,1.803493
0.0,1,1.805471
0.0,1,1.807502
0.0,1,1.809469
