#{"t_start": 1630875876.018293, "env_id": "imitationNM/SortingOnions-v0"}
r,l,t
0.0,1,1.716456
0.006993,2,1.718818
0.006993,2,1.724929
0.006993,2,1.729812
0.006993,2,1.732975
0.006993,2,1.736279
0.006993,2,1.740188
