#{"t_start": 1630866226.8231156, "env_id": "imitationNM/SortingOnions-v0"}
r,l,t
0.006993,1,1.636506
0.0,1,1.637476
0.0,1,1.638275
0.0,1,1.639433
0.0,1,1.640196
0.0,1,1.640977
0.0,1,1.641775
0.0,1,1.642918
0.0,1,1.64371
0.0,1,1.644538
0.0,1,1.645338
0.0,1,1.646201
0.0,1,1.646994
0.0,1,1.647809
0.0,1,1.648583
0.0,1,1.649511
0.0,1,1.650542
0.0,1,1.651547
0.0,1,1.65264
0.0,1,1.653773
0.0,1,1.654607
0.0,1,1.655408
0.0,1,1.656389
0.0,1,1.657172
0.0,1,1.657923
